# 60970 peyv, 24400 werger
# Amadekar: Erdal Ronahî 
# www.ferheng.org
# Nûkirina dawî: 2005-07-29 
# 
# kurdî	türkçe

-dar	-li 
kovî	yabani
kovî	yabanî
kox	kümes
koxik	kümes
koy	dağ
koye	köy sancak
koyistan	dağlık
kozere	iri saman
kozik	keçi ve kuzu ağılı
kozik	kulübecik
kozik	metris
kozik	mevzi
kozik	pusu
kozikdanîn	pusu kurmak
kozir	köz
kozmetîk	kozmetik
ku	eğer
ku	ise
ku	ki
ku	nerde
ku	nere
ku	nerede
ku	nereden
ku	neresi
ku der	neresi
kubar	kibar
kubarî	kibarlık
kuç	taş
kuçe	sokak
küçik	köpek
kudandin	sürdürmek
kudandin	sürdürüp gitmek
kudandin	sürüncemede bırakmak
kuder	nere
kuder	neresi
kudik	ayı
kudik	domuz yavrusu
kudîn	sürmek
kudîn	sürüncemede kalmak
kudîn	sürüp gitmek
kufik	küf
kufikî	küflü
kufikî bûn	küflenmek
kufîn	homurdanmak
kujar	cinayet
kujar	katliam
kujardar	öldürücü
kujtar	cani
kujtar	katil
kujyar	öldürücü
kukurd	kükürt
kul	çıban
kul	elem
kul	keder
kul	yara
kulab	çengel
kulab	pençe
kulav	keçe
kulb	obur
kulbe	çapa
kulbe	nacak
kulbe kirin	çapalamak
kule	cibinlik
kulek	aksak
kulek	aksayan
kulek	baca
kulek	delik
kulek	topal
kulemar	çaylak
kuleng	ağaç bidon
kulik	bulaşıcı hayvan hastalığı
kulik	kukuleta
kulindir	dolmalık kabak
kulî	çekirge
kulîçe	kurabiye
kulîçe	pasta
kulîçefiroş	pastacı
kulîçexane	pasta(ha)ne
kulîlk	çiçek
kulîlk	kır çiçeği
kulîlk	tomurcuk
kulîmek	oyluk kemiği
kulîn	aksamak
kulîn	silo
kulîn	topallamak
kulîn	yatak dolabı
kulkulîn	güçlük içinde sürüklenip gitmek
kulm	avuç
kulm	yumruk
kulmek	bir avuç
kulxan	külhan
kum	başlık
kum	kep
kum	külah
kum	külâh takke
kum avêtin	kavga istemek
kumbet	kubbe
kumbet	kümbet
kumêt	kırmızı (at rengi)
kumik	mantar
kumişandin	çökertmek (bina
kumişandin	sistem vb.)
kumişîn	çökmek
kumzirx	miğfer
kun	delik
kun bûn	delinmek
kunc	açı
kunc	iç
kunc	köşe
kunc	zaviye
kuncebend	köşebent
kuncenivîs	köşe yazarı
kuncenivîsar	köşe yazısı
kuncik	açı
kuncik	iç
kuncik	köşe
kuncik	zaviye
kuncî	susam
kund	baykuş
kundir	argoda yeteneksiz
kundir	beceriksiz
kundir	kabak
kundirê avî	su kabağı
kundirê girîtî	dolmalık kabak
kundirê zer	bal kabağı
kunk	künk
kunker	delgi
kunker	delici
kunkirin	delmek
kur	erkek oğlan
kur	evlat (erkek için)
kurbeşk	porsuk
Kurd	Kürt
kurdayetî	kürtlük
kurdewarî	kürtlere özgü
Kurdistan	Kürdistan
Kurdistanî	Kürdistanlı
Kurdî	Kürtçe
kurhelî	üvey ev at
kurik	erkek çocuk
kurîşk	büzgü
kurk	kuluçka
kurk	kürk
kurkirin	traş olmak
kurm	kurt
kurm	kurtcuk
kurmam	amca oğlu
Kurmanc	Kürtlerin üç boyundan biri
Kurmancî	kurmancların lehçesi
kurmet	hala oğlu
kurmî	kurtlanmış
kurmî	kurtlu
kurmî bûn	kurtlanmak
kurmîbûn	kurtlanmak
kursî	iskemle
kursî	kürsü
kursî	sandalye
kursî	tabure
kurt	kısa
kurt	kızışmış
kurt bûn	kısalmak
kurt bûn	kızışmak (kuşlar için)
kurtahî	kısalık
kurtan	eşek palanı
kurtan	semer
kurtayî	özet
kurtbîn	dar görüşlü
kurtbîn	miyop
kurtbûn	kısalmak
kurte	özet
kurtebir	özet
kurtebir kirin	özetlemek
kurtêl	ekmek artığı
kurtêl	ekmek artıkları
kurtî	kısalık
kurtkirin	kısaltmak
kurtkirin	tıraş etmek
kurtûpist	dedikodu
kurxal	dayıoğlu
kusk	mavi gözlü
kuşte	alçı
kuştin	öldürmek
kuştinxwazî	suikast
kuştî	makbul
kuştî	ölü
kuştox	katil
kuştox	öldüren
kut kirin	didiklemek (kuşlar için)
kuta	netice
kuta	son
kutabûn	bitmek
kutahî	bitim
kutahî	son
kutahî	sonuç
kutahî bûn	bitmek
kutahî bûn	tükenmek
kutakirin	bitirmek
kutan	dövmek
kutan	hırpalamak
kutan	vurmak
kutek	dayak
kutek	istinat direği
kutek	payanda
kutek	tokmak
kutilk	içli köfte
kutkutok	ağaç kakan
kutlik	içli köfte
kuvark	mantar
kuwar	ambar
Kuweyt	Kuveyt
Kuweytî	Kuveytli
kuxik	öksürük
kuxîn	öksürmek
küz	çömlek
küz	testi
kuzel	roka otu
kûbî	kübik
kûçe	sokak
kûçik	it
kûçik	köpek
kûd	felçli
kûd	kötürüm
kûd	sakat
kûkla	kukla
kûklabaz	kuklacı
kûlan	bellemek
kûlan	kazmak
kûlan	sürmek (toprak)
kûlîs	kulis
kûn	kıç
kûn	makat
kûnek	ibne
kûp	çöküntü
kûpandin	çökertmek
kûpik	kupa
kûpîn	çöküş (metal kaplar için)
kûr	derin
kûr	para kuru
kûr bûn	derinleşmek
kûr kirin	derinleştirmek
kûrahî	derinlik
kûrayî	derinlik
kûrbûn	derinleşmek
kûre	demirci ocağı
kûrebûn	ayrıntıları gören
kûrebûn	derin görüşlü
kûrevan	ocakçı
kûrik	körük
kûrîn	sesli ağlamak
kûrkirin	derinleştirmek
kûrt	çukur
kûrtal	büyük çukur
kûrtal	krater
kûrtik	küçük çukur
kûrtmanik	golf
kûsik	şişe
kûsî	kaplumbağa
kûtal	ticari eşya
kûtî	enik
kûtî	it
kûtî	köpek
kûtîavî	köpek balığı
kûz	testi
kûz	testi çömlek
kûze	sansar
kûzik	çömlek
kûzker	çömlekçi
kûzkerî	çömlekçilik
L	Kürt alfabesinin on beşinci harfi
labikandin	bir işi karıştırmak
labor	bir tür hint kılıcı
labût	zıpkın
lac	erkek çocuk
lacîwerd	bir çeşit kumaş
lacîwerd	bir renk
laçik	kadın baş örtüsü
laçik	kurdele
laf	laf
lafaw	şiddetli sağanak
lafazan	laf bilen
lafazan	lafazan
laflafok	sarmaşık
lahor	bir tür hint kılıcı
laîsîzm	laiklik
lajwerd	maden
lajwerd	metal
lajwerdî	madeni
lajwerdî	metalürji
lak	disk
lak	el büyüklüğünde yassı taş
lak	kepekten yapılan köpek yiyeceği
lake	lake
lakîn	köpek yiyeceğinin kabı
lal	dilsiz
lal	keke
lal	lal
lale	lâle
lalengî	mandalina
lalî	geniş
lalî	yayvan tabak
lalote	kekeme
lam	çene
lambe	lamba
lame	elmacık kemiği ile alt çene arasındaki bölüm
lame	yanak
landik	beşik
lapüşk	pençe
lapûşk	pençe
laq	zayıf et
laqûn	popo
lar	manda barınağı
lar	öksüz
lareş	kangren
lasar	dik kafalı
lasar	inatçı
lasayî	taklit
lasayîkirin	taklit etmek
laser	sel
lask	sap
lastîk	lastik
laş	bünye
laş	cüsse
laş	gövde
laş	vücud
laş	vücut
laşgir	iri vücutlu
laşgiran	hantal
lat	masif kaya
lat	parça
lat	parsel
lat	tarh
lat	yassı kayalar
latajotin	mec. geyik muhabbeti yapmak
latimandin	bulaştırma
Latin	Latin
Latinî	Latince
laûbalî	laubali
lav	lav
lava	dua
lava	yakarış
lava	yalvarış
lava kirin	yalvarmak
lavahî	yalvarma
lavaker	dua eden
lavaker	yalvaran
lavakirin	yakarmak
lavakirin	yalvarmak
lavlavk	sarmaşık bitkisi
lavlavok	çok yakaran kimse
law	körpe
law	oğul
law	velet
lawan	konfor
lawandin	figan etmek
lawaz	cılız
lawaz	sıska
lawij	ağıt
lawij	ilahi
lawij	türkü
lawik	oğlan
lawir	hayvan
lawir	vahşi hayvan
lawîj	ilahi
lawîj	türkü
lawlaw	sarmaşık
lay	taraf
lay	yan
lay	yön
layen	taraf
layen	yan
layen	yön
layergir	taraftar
layergir	yandaş
lazüt	mısır bitkisi
lazût	mısır
lazût	mısır bitkisi
lebat	hareket
lebat	organ
lebat	uzuv
lebatî	ettirgen
lebatî	organik
lebikandin	çıkmaza sokmak
lebikandin	içinden çıkılmaz hale sokmak
lebikandin	uğraştırma
lebikîn	aksamak
lebikîn	çıkmaza sokulmak
lebikîn	uğraşma
lebitandin	harekete geçirmek
lebitandin	kımıldatmak
lebitîn	depreşmek
lebitîn	didinmek
lebitîn	harekete geçmek
lebitîn	kımıldamak
lebk	uğraş
leblebî	leblebi
lebûdî	keçe dokuyan
lec	münakaşa
lec	tartışma
lef	kesir
lefandin	dolamak
lefandin	sarmak
lefên dehane	ondalık kesir
lefîn	dolanılmak
lefîn	sarılmak
legan	leğen
legleg	leylek
leheng	kahraman
leheng	yiğit
lehengî	kahramanlık
lehêm	lehim
lehik	ek
lehik	eklenti
lehikandin	iki şeyi birbirine yaklaştırmak eklemek
lehikandin	ulamak
lehikîn	eklenmek
lehikîn	ulanmak
lehî	sel
lehî	taşkın
lehmacûn	lahmacun
lehn	aslan veya yabani hayvan ini
lehn	ayı
lek	naylon
lekan	kar ayakkabısı
lekaş	topuksuz ve arkası olmayan ayakkabı
leke	leke
leke kirin	lekelemek
lekedar	lekeleyici
lekitandin	otlatmak
lekitîn	otlamak
lele	boyun prangası
lele	lala
lele	sadrazam
lele	vezir
lem	kabak
lem	karpuz gibi bitkilerin teveği
lem	kavun
lem	tevek
lemisîn	korku veya soğuktan vücudun büzüşmesi
lemlate	yığın
lemper	sini
lemper	tepsi
lencîn	hantalca yürümek
lend	aslan ini
lend	aslan veya yabani hayvan ini
lend	ayı
leng	aksak
leng	topal
lenger	astronomide uçan daire
lenger	çopa demiri
lenger	gemi demiri
lenger	geniş tepsi
lenger	uçan daire
lenger berdan	demirlemek
lengergeh	iskele
lengergeh	liman
lengerî	bir çeşit tepsi
leopar	leopar
lep	pençe
lepe	lapa
lepik	eldiven
lepira	ansızın
leq	kıpırtı
leq	oynak
leqandin	kımıldatmak
leqandin	kıpırdatmak
leqayîbûn	karşılaşmak
leqayîbûn	rastlamak
leqîn	kımıldamak
leqîn	kıpırdamak
lerizandin	sarsmak
lerizandin	titretmek
lerizîn	titremek
lerizîn	ürpermek
lerz	sarsılma
lerz	sarsıntı
lerz	titreme
lerza tayê	sıtma nöbeti
lerzek	çok çamurlu yer
lerzeta	malarya
lerzeta	sıtma
lerzok	sarsılan
lerzok	sarsak
lerzok	titrek
lerzok	titreyen
leş	kadavra
leş	leş
leşker	asker
leşkergeh	kışla
leşkergeh	ordugah
leşkerî	askeri
leşkerî	askerlik
leşkerxane	orduevi
letan	uslu uslu durmak
letandin	susturmak
letandin	uslu durmasını sağlamak
letok	asude
letok	uslu
leva	pay
leva kirin	paylaştırmak
levakirin	paylaştırmak
leven	kamış
leven	şeker kamışı
Levkosia	Lefkoşe (Kıbrıs’ın başkenti)
lewante	lavanta
lewaş	müşfik
lewate	homoseksüel
lewçe	boş boğaz
lewçe	geveze
lewçe	ukala
lewe	alüvyon
lewe	bataklık
lewen	kamış
lewen	saz
lewend	başına buyruk
lewend	serbest
lewhe	levha
lewitandin	kirletmek
lewitî	berbat
lewitî	kirli
lewitî	lekeli
lewitîn	berbat olmak
lewitîn	kirlenmek
lewleb	çıkrık
lewleb	kuyu çıkrığı
lewma	bu yüzden
lewma	ondan dolayı
lewma	onun için
lewma	zira
lewma ko	gerçi
lewma ko	zira
lewra	bundan dolayı
lewra	o yüzden
lewre	çünkü
lewre	dolayısıyla
lewre	onun için
lewre	zira
lewrek	levrek
lews	sarkık dudaklı
lexem	lağım
leylan	serap
leylank	zambak
leyz	oyun
lez	acele
lez	çabuk
lez	hız
lez kirin	acele etmek
lez kirin	hızlanmak
lezahî	ivme
lezandin	acele etmek
lezgirtin	hızlanmak
lezgîn	aceleci
lezîn	sürat almak
lezk	acil
lezkirin	acele etmek
lezok	aceleci
lezûbez	apar topar
lê	ama
lê	ancak
lê	bununla beraber
lê	fakat
lê	kadına hitap
lê	ya
lê	yalnız
lê belê	ama
lê belê	fakat
lê borîn	mazur görmek
lê çûn	benzemek
lê çûn	çekmek
lê ew	ya o
lê fîkandin	ıslıklamak
lê nêz bûn	yaklaşım
lê reşandin	serpelemek
lê sor kirin	kızıştırmak
lê sorkirin	kızıştırmak
lê teng kirin	daraltmak
lê teng kirin	kıstırmak
lê vegerandin	iade etmek
lê weran	uydurmak
lê zêde kirin	artırmak
lêanîn	adapte etmek
lêanîn	uyarlamak
lêanîn	uydurma
lêanîn	uydurmak
lêanîn	yakıştırmak
lêayanbûn	içine doğmak
lêbar kirin	isnat etmek
lêbar kirin	yüklemek
lêbarker	isnat eden
lêbarker	yükleyen
lêbarkirî	müsnet
lêbarkirî	yüklenen
lêbelê	ancak
lêbelê	bununla beraber
lêbelê	fakat
lêbezîn	dövmek
lêbok	dalkavuk
lêbok	yaltakçı
lêbokî kirin	yaltaklanmak
lêborîn	affetmek
lêborîn	bağışlamak
lêborîn	geçmek
lêborîn	kusuruna bakmamak
lêborîn	mazur görmek
lêborîn xwestin	özür dilemek
lêç	doğru yoldan ayrılma
lêç	doğru yoldan sapma
lêç	sapma
lêçan	sapık
lêçûn	harcama
lêçûn	masraf
lêdan	dövmek
lêdan	işkence etmek
lêdan	vurmak
lêgemardan	ablukaya almak
lêgemardan	kuşatmak
lêgerîn	aramak
lêgerîn	araştırmak
lêgerîn	irdelemek
lêguncandin	uyarlamak
lêguncîn	müsait olmak
lêguncîn	uymak
lêguncîn	uyuşmak
lêhatin	bağdaşma
lêhatin	uymak
lêhatin	yakışmak
lêhatin	yaramak
lêhûrbûn	konsantre olmak
lêhûrbûn	yoğunlaşmak
lêkanîn	barıştırmak
lêkdan	birbirine vurmak
lêker	dilbilgisinde fiil
lêker	eylem
lêker	fiil
lêker	yüklem
lêketin	değmek
lêketin	isabet etmek
lêketin	yakışmak
lêketin	yaranmak
lêkirin	duvar onarmak
lêkirin	giydirmek
lêkirin	isim koymak
lêkolîn	araştırmak
lêkolîn	inceleme
lêkolîn	incelemek
lêlav	sulu kar
lêlav	yağmurla karışık kar
lênandin	isim veya yemek koymak
lênêr	bakan
lênêr	nazır
lênêrîn	bakım
lênêrîna dinyê	dünya görüşü
lênihêr	bakan
lênihêr	nazır
lênihêrîn	bakmak
lênîştin	araba
lênîştin	hayvan vb. binmek
lênûsk	defter
lênûska nîşeyan	not defteri
lêp	entrika
lêp	hile
lêpêçan	sarılmak
lêpêçan	sarmalamak
lêpirsîn	ahavalini sormak
lêpirsîn	araştırma
lêpirsîn	haber röportaj
lêpirsîn	halini
lêpirsîn	sormak
lêpirsîn	soruşturma
lêpirsîn	soruşturmak
lêpok	gülünç duruma düşen
lêqelibîn	çarpmak
lêqelibîn	dalmak
lêqewimî	mağdur
lêrabûn	kalkışmak
lêrahatin	bağışıklık kazanmak
lêrastanîn	zamanlama
lêrasthatinî	gelişigüzel
lêrasthatinî	karşılaşma
lêrasthatinî	tesadüfi
lêsiwarbûn	bir şeye binmek
lêsorbûn	ısrar etmek
lêsorbûn	yoğunlaşmak
lêsorkirin	kışkırtmak
lêsorkirin	teşvik etmek
lêtemaşekirin	izlemek
lêtemaşekirin	seyretmek
lêtûj kirin	kızıştırmak
lêv	dudak
lêv	kıyı
lêv	kenar
lêve lêv	tıklım tıklım
lêveger	iade
lêvegerandin	cevaplamak
lêvegerandin	iade etmek
lêvegerandin	indirgemek
lêvegerandin	karşı gelmek
lêxebitîn	çabalamak
lêxebitîn	uğraşmak
lêxêrveanîn	şükretmek
lêxistin	dövmek
lêxistin	vurmak
lêzim	akraba
lêzim	hısım
lêzim	yakın
lêzimatî	akrabalık
lêzokî	kapris
li	ı
li	da
li	de
li	e
li	i halini verir
li	içinde anlamı katan edat
li	içte
li	isme a
li aliyê din	diğer taraftan
li ber dil dan	teselli etmek
li cîh	yerine
li cîh de	anında
li cîh de	yerinde
li dar e	uygulamada olan
li dar e	yürürlükte
li darxistin	düzenlemek
li dijî	karşısında
li dijî	karşıt
li dijî derketin	karşı çıkmak
li dorê	etrafında
li gor azînê	usulüne göre
li gora dorê	sırasına göre
li hemberî	karşılık olarak
li hemberî	mukabilinde
li hemberî min rûnişt	karşımda oturdu
li hev nihêr	birbirine bakmak
li hevanîn	barıştırmak
li hevhatin	bağdaşmak
li hevhatin	barışmak
li hevhatin	uyuşmak
li hevkirin	anlaşmak
li hevnêzîk bûn	yakınlaşmak
li hevxistin	karıştırmak
li hevxistin	karmak
li hevxistin	katmak
li hevxistin	müsademe
li hevxistin	vuruşmak
li hevxistî	karışmış
li hevxistî	karıştırılmış
li jêr	aşağda
li jor	yukarıda
li jor	yukarda
li kêmasîye nenihêrin	kusura bakmayınız!
li kû	nerede
li min bibore	beni bağışla
li paş	arkada
li pey	müteakiben
li pey	peşi sıra
li pey bezîn	peşinde koşmak
li pey çûn	izlemek
li pey gerîn	peşinde dolaşmak
li peyhev	arka arkaya
li pêş	iler(i)de
li pêş	önde
li pêş me	önümüzde
li pişta çiyê	dağın ardı
li rêzê	sırada
li ser	dair
li ser	üzerinde
li ser	üzerine
li ser hev	üst üste
li ser hev kom bûn	yığışmak
li ser pîyan	ayakta
li ser ramîn	üzerinde düşünmek
li serkar	iş başında
li vê derê	burada
li vir	burda
li vira	burada
li xwe anin	itiraf etmek
li xwe danenîn	tenezzül etmemek
li xwe danin	tenezzül etmek
li xwe kirin	giyinmek
lib	tane
lib	tek
lib û lib	tane tane
lib û lib	tek tek
libade	pardösü
libat	organ
libendê man	beklemek
libendê sekinîn	beklemek
liberabûn	itiraz
libergerandin	yalvartmak
libergerîn	yakarmak
libergerîn	yalvarmak
liberguhketin	kulağına çalınmak
liberxweketin	mahçup olmak
libê	buyur
libê	buyurun
libê	efendim
libinî	altta
libinî	dipte
Libnan	Lübnan
Libnanî	Lübnanlı
Libya	Libya
Libyayî	Libyalı
lidarxistin	düzenlemek
lidarxistin	organize etmek
lifandin	burmak
lifandin	kıvırmak
ligel	beraber
ligel	birlikte
ligel	buna rağmen
ligel	ile
ligel	nezdinde
ligel vê yekê	buna rağmen
ligel vê yekê	bununla birlikte
ligor xuya dike	görünüşte
lihevbezîn	dövüşmek
lihevcivîn	toplanmak
lihevhatin	barışmak
lihevhatin	uzlaşmak
lihevhêner	uzlaşmacı
lihevkirin	anlaşamak
lihevkirin	uzlaşma
lihevkirî	tutarlı
lihevrasthatin	karşılaşmak
lihevrûniştin	görüşmek
lihevrûniştin	müzakere etmek
lihevxistin	kapışmak
lihevxistin	karıştırmak
lihevxistî	karma
lihêf	yorgan
lihêfe	sarık
lihêffiroş	yorgancı
lihêviyê man/sekinîn	beklemek
lihêviyêmayin	beklemek
lihêviyêsekinîn	beklemek
lijne	komite
lijne	kurul
ling	ayak
lingmelik	düztaban
liq	askeri birlik
liq	bölük
liq	bölüm
liq	seksiyon
liq	şube
liqayî bûn	karşılaşmak
litav	bataklık
liv	devinim
liv	hareket
liv	kımıldama
liv	kıpırtı
livandin	kımıldatmak
livîn	devînmek
livîn	kımıldamak
livîn	kıpıldamak
livîn	kıpırdamak
livîn	seğirmek
livok	gevşek
livok	oynak
lixab	gem
lixab kirin	gem vurmak
lixêz	yapışkan
liyan	kayak
liyan	kayak sporu
lîberal	liberal
lîberal	serbest
lîberalîzm	liberalizm
lîberalîzm	serbestlik
lîf	kese
lîf	lif
lîfik	kese
lîfik	lif
lîfikvan	keseci
lîl	alerji sivilceleri
lîlan	zılgıt
lîlandin	zılgıt çekmek
lîlik	gözbebeği
lîloz	lâle
lîme	lime
lîme lîme	lime lime
lîme lîme bûn	lime lime olmak
lîmon	limon
lîmonete	limonata
lînç	linç
lîrandin	zılgıt çekmek
lîre	lira
lîret	liret
lîs	kümes
lîs	tünek
lîs	yuva
lîsans	lisans
lîsansa bilind	yüksek lisans
Lîsbon	Lizbon (Portekiz’in başkenti)
lîse	lise
lîsîn	konmak
lîsîn	tünemek
lîsp	örgü kenarı
lîste	liste
lîstik	oyun
lîstik xirok	oyun bozan
lîstikvan	oyuncu
lîstin	oynamak
lîstok	oynak
lîstok	oyuncak
lîtav	bataklık
lîtir	litre
lîwa	tugay
lîwan	gem
lîz	oyun
lo	erkeğe hitap
lod	yığın
lod bûn	saman ve ot için
lod bûn	yığılmak
lodkirin	yığmak
lodkirî	yığılı
log	tırıs
lok	erkek deve
lok	kısa tüylü yük devesi
lok	tırıs
lome	serzeniş
lome kirin	serzenişte bulunma
lomekar	serzenişte bulunan
lomekirin	ayıplamak
lomekirin	serzenişte bulunmak
London	Londra (İngiltere’nin başkenti)
lop	kalın elbise
lop	lop
lopik	içli köfte
loq	silindir
loqîn	kırıtmak
loqum	lokum
lorandin	ağıt söylemek
lorandin	ninni söylemek
lorî	ninni
lorîn	ninni söylemek
lostik	bataklık
lostik	vıcık
loş	ince yufka ekmeği
lotik	atlama
lotik	hayvanların çifte atarak kaçmaları
lotik	sıçrama
lotik avêtin	sıçramak
lotikxane	argoda diskotek
lotim	ikramiye
lotke	kayık
lotkevan	kayıkçı
lowî	fasulye
lowîyên ter	taze fasulye
Lubnan	Lübnan
Lubnanî	Lübnanlı
Luksembûrg	Lüksembourg
lûdo	çobanların sürüyü otlarken çaldıkları melodi
lûl	aşı (ağaçlar için)
lûla pîl	kol kemiği
lûla zenda stûr	dirsek kemiği
lûlaq	baldır
lûle	boru
lûle	namlu
lûleper	su zambağı
lûlk	saç lülesi
lûr	alerji sivilceleri
lûsik	pinek
lûtke	dağın tepesi
lûtke	doruk
lûtke	zirve
m	Kürt alfabesinin on altıncı harfi
ma	soru takısı
Macar	Macar
Macarî	Macarca
Macarîstan	Macaristan
macûn	macun
macûna diranan	diş macunu
maç	buse
maç	öpücük
maç kirin	öpmek
Maçîn	Hindi Çini
made	mide
madek	dişi manda
madem	madem
maden	maden
mader	ana
mader	anne
maderşahî	anaerkil
Madrîd	Madrid (İspanya’nın başkenti)
maf	hak
maf kirin	hakketmek
maf xwarin	hak yemek
mafdar	haklı
mafê çaranûsê	kendi kaderini tayin hakkı
mafê çarenûsê	kendi kaderini tayin hakkı
mafê penaberiyê	sığınma hakkı
mafên mirovan	insan hakları
mafên nivîskariyê	telif hakları
mafir	madem
mafir ko	madem ki
mahî	beyaz kemik
mahr	nikah
maht	oyun sırası
maht	set
mahû	dişi domuz
mahû	huysuz kadın
mahzere	üzüm sıkma cenderesi
mak	anaç
mak	dayik
maker	dişi eşek
makew	dişi keklik
makezagon	anayasa
makêş	büyük süzgeç
makîne	makine
Mako	İran’da bir Kürt kenti
Mako	Maku
makûk	mekik
mal	mal
mal	mesken
mal	meta
mal	mülkiyet
mal	servet
Mal ava!	Bravo!
mal dar	mal sahibi
mal dar	zengin
mal darî	mal sahipliği
mal darî	zenginlik
mal xwê	aile reisi
mala bavanî	çeyiz
